seller_type,house_type,rooms,area_m2,floor,floors_total,build_type,planning,bathroom,furnished,includes,nearby,commission,description,city,url
Biznes,Yangi qurilgan uylar,2,54,2,2,Gʻishtli,Alohida ajratilgan,Alohida,Yoʻq,"Kabelli TV, Oshxona","Kasalxona, poliklinika, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar",Yo’q,TavsifХива шахар газчи махалла йонида квартира сотилади 2 комнатниНомер - 905571509Номер 2 -937540510,,https://www.olx.uz/d/oz/obyavlenie/xiva-shaxar-gazchi-maxalla-kvartira-sotiladi-ID2J21k.html
Biznes,Yangi qurilgan uylar,1,28,3,14,Blokli,,,Ha,,,Yo’q,"TavsifНовостройка с кадастром  Besh Chinor, ремонт, мебель, техника. Отличный вариант как для жилья, так и для сдачи в аренду!!! Арендатор платит 500 долларов. Собственник 91 0146800",,https://www.olx.uz/d/oz/obyavlenie/1-3-14-maxtumkuli-ul-novostrojka-ID3KdDL.html
Jismoniy shaxs,Ikkilamchi bozor,3,92,9,16,Monolitli,Alohida ajratilgan,Alohida,Ha,"Internet, Konditsioner, Kabelli TV, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Koʻngilochar muassasalar, Restoran, kafelar, Supermarket, doʻkonlar",Yo’q,"TavsifЯнги дархон-2, Янгиҳаёт тумани, 26 уйда3 хонали, 92 квХоналари катта, сквознойБоғланиш учун: +998999551245""Янги дархон-2, р-н Янгиҳаёт, дом 263-х комнатная, 92 кв.м. СквознаяКонтакт: +998999551245",,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-kvartira-3-9-16-ID4372S.html
Jismoniy shaxs,Ikkilamchi bozor,2,75,3,9,Gʻishtli,,,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПредлагаю вашему вниманию уютную двухкомнатную квартиру в самом центре города, рядом с ЦУМом.Преимущества квартиры:Удобное расположение: Центр города, все необходимое в шаговой доступности.Просторная планировка: Общая площадь 75 кв.м., раздельные комнаты и санузел.Этаж: 3/9.Балкон: Есть балкон для отдыха и хранения.Парковка: Во дворе дома всегда есть парковочные места.Инфраструктура: Развитая - парк, голубые купола, школа 110, детские сады, магазины, аптеки – все рядом.Транспортная доступность: Отличное транспортное сообщение в любую точку города.О квартире:Квартира с косметическим ремонтом, что позволит вам сразу заселиться или сделать ремонт по своему вкусу.Идеально подойдет:Для семьи с детьми.Для сдачи в аренду.Причина продажи: Срочная продажа.Почему этот вариант стоит рассмотреть:Эта квартира – отличная возможность приобрести жилье в престижном районе по привлекательной цене. Не упустите свой шанс!",,https://www.olx.uz/d/oz/obyavlenie/prodayu-kvartiru-na-cum-kosmonavty-ojbek-ID46fPD.html
Biznes,Yangi qurilgan uylar,2,60,6,10,Gʻishtli,Alohida ajratilgan,Aralash,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar, Maktab",Yo’q,"TavsifПродается 2-комнатная квартира. Dream House, ЯккасарайКадастр: ЕстьКомнат: 2Площадь: 60 м²Этаж: 6 из 10Ремонт: ЕвроПланировка: РаздельнаяСанузел: СовмещённыйТип строения: КирпичОриентир: ул. Глинка, 8 роддомЦена: 89 999 $Дополнительно: с мебелью и техникойТелефон: +998 77 003 29 222 xonali kvartira sotiladi. Dream House, YakkasaroyKadastr: MavjudXonalar: 2 taMaydon: 60 m²Qavat: 6/10Ta’mir: Yevrota’mirReja: Alohida xonalarSanuzel: BirlashtirilganBino turi: G‘ishtliMo‘ljal: Glinka ko‘chasi, 8-tug‘ruqxonaNarxi: 89 999 $Qo‘shimcha: mebel va texnika bilanTelefon: +998 77 003 29 22",,https://www.olx.uz/d/oz/obyavlenie/yakkasaraj-dream-house-2kom-60m2-glinka-8-roddom-arzon-haqiqiy-ID424bY.html
Biznes,Ikkilamchi bozor,2,60,6,9,Panelli,Alohida ajratilgan,Alohida,Yoʻq,,"Koʻngilochar muassasalar, Bekatlar, Maktab, Supermarket, doʻkonlar, Restoran, kafelar, Bolalar maydonchasi, Park, yashil zona, Bolalar bogʻchasi, Kasalxona, poliklinika, turargoh",Yo’q,"TavsifПродаётся 2 комнатная квартира!!!Шайхантахурский район.Ориентир: на против Ташкент сити , Бинкоф, Кара таш, ДружбаКомнат: 2Площадь: 60Этаж: 6Этажность: 9Состояние: без ремонтаСрочно 95.00099.925.17-71 Абдурашидt.me/Abdurashid_estate",,https://www.olx.uz/d/oz/obyavlenie/kvartira-ryadom-tashkent-city-2-6-9-srochno-ID43K6m.html
Biznes,Yangi qurilgan uylar,3,100,5,25,,Alohida ajratilgan,2 va undan koʻp sanuzel,Ha,"Telefon, Balkon, Konditsioner, Kir yuvish mashinasi, Internet, Oshxona, Kabelli TV, Televizor","Koʻngilochar muassasalar, Bekatlar, Maktab, Supermarket, doʻkonlar, Restoran, kafelar, Bolalar maydonchasi, Park, yashil zona, Bolalar bogʻchasi, Kasalxona, poliklinika, turargoh",Yo’q,TavsifНОВОСТРОЙКА 3/5/25ЖК AKAY CITYОбщая площадь: 94м2 + Балкон 6 м2Состояние: Ремонт качественныйМебель и ТехникаСанузел 2 шткондиционер 3 штТВ 3 шт210.000 у.е,,https://www.olx.uz/d/oz/obyavlenie/akay-city-3-5-25-s-xoroshim-remontom-i-mebel-texnika-ID43K9n.html
Jismoniy shaxs,Ikkilamchi bozor,2,53,4,5,Gʻishtli,Alohida ajratilgan,Alohida,Ha,"Internet, Muzlatkich, Oshxona, Balkon",,Yo’q,TavsifMaktab boxsha yaqin joyda katta yoʻlga yaqin joyda,,https://www.olx.uz/d/oz/obyavlenie/yashnobod-tumani-arentir-parvoz-toyxasi-yonda-ID45RpZ.html
Biznes,Ikkilamchi bozor,4,100,2,9,Panelli,Alohida ajratilgan,,Yoʻq,,,Yo’q,"TavsifПродаётся квартира.Мирзо Улугбекский район.ДарханОриентир: ЖК Янги Дархан,Стадион Старт.Второй дом от дороги.4/2/9Общая площадь: 100м2Состояние: Без ремонтаБалкон 2х6Развитая инфраструктура.Всё в шаговой доступности.Цена: 110 000 у.е+998909553948+998332092929",,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-kvartira-srochno-4-2-9-darxan-uluchshennaya-planirovka-ID45rej.html
Biznes,Yangi qurilgan uylar,2,57,8,10,Gʻishtli,Alohida ajratilgan,Alohida,Ha,"Kir yuvish mashinasi, Muzlatkich, Oshxona, Televizor, Konditsioner, Internet, Kabelli TV, Telefon","Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Kasalxona, poliklinika, Koʻngilochar muassasalar, Maktab, Bolalar maydonchasi",Yo’q,"TavsifСрочно продаётсяКвартира в новостройкеЖк ""Казахстан""Юнус-абадский районЦ-6 метро МинорКомнат: 2Этаж: 8Этажность: 10Площадь: 56,71 кв.мСостояние: евро ремонтЦена: 155 000 у.е срочно+998900070022",,https://www.olx.uz/d/oz/obyavlenie/prodazha-evro-novostrojka-zhk-kazaxstan-2-8-10-56m2-evro-remont-ID46fPt.html
Biznes,Yangi qurilgan uylar,3,75,8,14,Monolitli,,Aralash,Ha,"Kir yuvish mashinasi, Muzlatkich, Oshxona, Televizor, Balkon, Konditsioner, Internet, Kabelli TV, Telefon","Restoran, kafelar, Bolalar bogʻchasi, turargoh, Bekatlar, Supermarket, doʻkonlar, Park, yashil zona, Kasalxona, poliklinika, Koʻngilochar muassasalar, Maktab, Bolalar maydonchasi",Yo’q,"TavsifСРОЧНО! НОВОСТРОЙКА 3/8/14 в ЖК ""SKAYLINE”ул. Нукусскаяколичество комнат: 3этаж: 8этажность: 14площадь: 75 м2новый ремонтВид на Mirabad Avenue и Ташкент СитиЦена: 215.000$ мини торг",,https://www.olx.uz/d/oz/obyavlenie/srochno-novostrojka-3-8-14-v-zhk-skayline-ul-nukusskaya-mirabadskij-r-ID46fPn.html
Biznes,Ikkilamchi bozor,2,62,4,9,,,,Ha,"Internet, Telefon, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Restoran, kafelar, Supermarket, doʻkonlar",Bor,TavsifИбн Сино 2   2/4/9  хороший ремонт   Ибн Сино 2   2/4/9  хороший ремонт,,https://www.olx.uz/d/oz/obyavlenie/ibn-sino-2-2-4-9-xoroshij-remont-ID46fPf.html
Biznes,Yangi qurilgan uylar,3,100,6,7,Gʻishtli,Alohida ajratilgan,Aralash,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifСрочно продаётся 3-комнатная квартира в ЖК Boulevard, Tashkent CityРайон: ШайхантахурОриентир: Tashkent City, ДружбаЭтаж: 6 из 7Площадь: 100 м²Комнат: 3Санузлов: 2Дополнительная информация: вид во дворСостояние: подключСтарая цена: 340 000 $Новая цена: 322 000 $Телефон: +998 77 003 29 22Boulevard Tashkent City turar joy majmuasida 3 xonali kvartira sotiladiTuman: ShayxontohurMo‘ljal: Tashkent City, Do‘stlik hududiQavat: 6/7Maydon: 100 m²Xonalar: 3 taSanuzel: 2 taQo‘shimcha: hovliga qaragan manzaraHolati: tayyor (podklyuch)Eski narx: 340 000 $Yangi narx: 322 000 $Telefon: +998 77 003 29 22",,https://www.olx.uz/d/oz/obyavlenie/srochno-tashkent-siti-zhk-boulevard-3kom-100m2-druzhba-arzon-ID40wPF.html
Biznes,Ikkilamchi bozor,2,60,2,4,Gʻishtli,Alohida ajratilgan,Alohida,Yoʻq,"Telefon, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Bor,TavsifПродаю   срочно чиланзар 8квартал кирпич  2комнатный 2этаж 77серия орентир Чиланзарский Загс раписке некаво нету  Балкон2/6  падробности по телефону пустой средний чистый без ремонт ключи у меня есть,,https://www.olx.uz/d/oz/obyavlenie/prodayu-kvartiru-chilnzr8-2komnat-2etazh-77seriya-razdelka-61kvadrat-ID3K11S.html
Biznes,Yangi qurilgan uylar,2,49,3,3,Gʻishtli,Alohida ajratilgan,Aralash,Yoʻq,"Internet, Telefon, Kabelli TV","Bolalar bogʻchasi, turargoh, Maktab, Supermarket, doʻkonlar",Yo’q,"TavsifКадастр хужжатлари тайёр !Хонадонлар сотувда 1 кв.м га 875$Янги-Уй 3 қаватли (Новостройка)1-хона 33 кв.м 29.000$2-хона 46 кв.м 41.000$2-хона 49 кв.м 43.000$3-хона 80 кв.м 70.000$Хонадонлар холати :- қора сувоқда- хоналари бўлинган- счетчиклар ўрнатилганШошилинг сони чекланган !Кредит йуқ ,Ипотека йуқ ,Субсидия йу́қМанзил: Тошкент шахарМиробод туманиФайзабод махаласиМу́ллжал: РИСОВЫЙ мостМалумот учун телефон :+998(97)788-6666+998(97)709-9997",,https://www.olx.uz/d/oz/obyavlenie/kadastr-xuzhzhatlari-tajyor-2-xona-49-kv-m-xonadon-yangi-uj-risovyj-most-ID45PEf.html
Jismoniy shaxs,Ikkilamchi bozor,3,57,2,4,Gʻishtli,Alohida ajratilgan,Aralash,Yoʻq,,"Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,TavsifНархи узгартирилди! Андижон шахрининг энг марказида жойлашган 4 этажли уйнинг 2 чи этажида жойлашган 3 хонали квартира сотилади. 1990 йили курилган свет газ муаммоси йук! Уй узимизники маклерсиз келишилади. Телефон 994100910 еки тг хохлаган пайит килса булади.,,https://www.olx.uz/d/oz/obyavlenie/3-xonali-kvartira-andizhon-shaxri-markazida-ID45Ybn.html
Biznes,Ikkilamchi bozor,3,92,11,12,Monolitli,Alohida ajratilgan,Alohida,Yoʻq,"Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПРОДАЖА | 3-комнатная квартира, ЯккасарайРайон: ЯккасарайОриентир: ул. Бобура, АэропортТип жилья: вторичкаКадастр: естьКомнат: 3Этаж: 11 из 12Площадь: 92 м²Ремонт: евро, новыйПланировка: раздельнаяСанузел: раздельныйТип строения: монолитЦена: 87 000 у.е.Телефон: +998 77 003 29 22SOTUVDA | 3 xonali kvartira, YakkasaroyTuman: YakkasaroyMo‘ljal: Bobur ko‘chasi, Aeroport yaqinidaUy turi: ikkilamchiKadastr: mavjudXonalar: 3Qavat: 11/12Maydon: 92 m²Ta’mir: yangi, YevroReja: alohidaSanuzel: alohidaBino turi: monolitNarxi: 87 000 y.eTelefon: +998 77 003 29 22",,https://www.olx.uz/d/oz/obyavlenie/srochno-yakkasaraj-vtorichka-3kom-evro-92m2-babura-aeroport-arzon-ID44xaD.html
Biznes,Yangi qurilgan uylar,5,150,10,10,Gʻishtli,Alohida ajratilgan,2 va undan koʻp sanuzel,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПРОДАЖА | 5-комнатная квартира, ЧиланзарЖК: Soy BoyidaРайон: ЧиланзарОриентир: Е квартал, метро Новза (200 м), школа №168Кадастр: естьКомнат: 5Этаж: 10 из 10Площадь: 150 м²Ремонт: евроПланировка: раздельнаяСанузел: 2Тип строения: кирпичДополнительно: террасаЦена: 249 000 у.е. → 224 999 у.е.Телефон: +998 77 003 27 22SOTUVDA | 5 xonali kvartira, ChilonzorYangi uy: Soy BoyidaTuman: ChilonzorMo‘ljal: E kvartal, Novza metro (200 m), 168-maktabKadastr: mavjudXonalar: 5Qavat: 10/10Maydon: 150 m²Ta’mir: YevroReja: alohidaSanuzel: 2 taBino turi: g‘ishtQo‘shimcha: terassaNarxi: 249 000 y.e → 224 999 y.eTelefon: +998 77 003 27 22",,https://www.olx.uz/d/oz/obyavlenie/srochno-soy-boyida-5kom-150m2-chilanzar-e-kvartal-168-shkola-arzon-ID44xbS.html
Biznes,Yangi qurilgan uylar,1,38,14,27,Monolitli,Studiya,Aralash,Yoʻq,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродаётся 1-комнатная квартира в ЖК U-TowerРайон: ШайхантахурЗастройщик: NRGОриентир: Дружба народов, Tashkent CityХарактеристики:• Кадастр: есть• Этаж: 14 из 27• Площадь: 38 м²• Состояние: евро-ремонт• Тип строения: монолитЦена: 107 400 у.е.Телефон: +998770032922O‘zbek tilida:U-Tower turar joy majmuasida 1 xonali kvartira sotiladiTuman: ShayxontohurQuruvchi: NRGMo‘ljal: Do‘stlik, Tashkent CityXususiyatlari:• Kadastr: bor• Qavat: 14/27• Maydon: 38 m²• Holati: Yevro ta’mir• Qurilish turi: monolitNarxi: 107 400 y.e.Telefon: +998770032922",,https://www.olx.uz/d/oz/obyavlenie/srochno-u-tower-nrg-1kom-38m2-premium-druzhba-tashkent-sitj-ID45re5.html
Biznes,Ikkilamchi bozor,1,38,4,4,Panelli,,Alohida,Yoʻq,,"Kasalxona, poliklinika, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar, Maktab",Yo’q,"TavsifТелефон 993078411Чиланзар 22-квартира1в2/4/4 площадь 38м²Балкон 1,5×6Ремонт: СреднийСанузел Раздельный",,https://www.olx.uz/d/oz/obyavlenie/uchtepa-zags-1komnatnaya-38m-balkon1-56-prodayotsya-kvartira-ID46fP0.html
Biznes,Ikkilamchi bozor,2,63,3,12,Monolitli,Aralash-alohida,Aralash,Ha,,,Yo’q,"TavsifМирабадский район.Ул. НукусскаяЖК ""Parkwood""Один из самых красивых жилищных комплексов в Ташкенте.2/3/13, 63м².Ориентир: Госпитальный рынок.Новый ремонт.Полностью укомплектована мебелью и техникой.Есть открытый балкон.Установлена система кондиционирования.Тел. +998930098886 Дмитрий",,https://www.olx.uz/d/oz/obyavlenie/zhk-parkwood-2-3-13-gospitalnyj-rynok-ID452f6.html
Biznes,Yangi qurilgan uylar,4,140,3,4,,,2 va undan koʻp sanuzel,Ha,,,Yo’q,"Tavsifмассив Эльбек, Кирпичные дома «Попугайчики», ориентир Канадская школа , напротив ИнфинитиЭксклюзивная квартира с дизайнерским ремонтом4 комнаты (евро)3 этаж из 4-х140 квадратов2 санузла (душ и ванна)супер зеленый дворкухня с заломродительская с санузлом + гардеробдетская + игровая2-я детскаяэргономичные шкафымебель под заказтехника Bosh немецкой сборкисупер качественный ремонт380.000$ / торг",,https://www.olx.uz/d/oz/obyavlenie/bankovskaya-kvartira-massiv-elbek-ID45rdP.html
Jismoniy shaxs,Ikkilamchi bozor,1,37,4,4,Gʻishtli,Aralash,Aralash,Yoʻq,"Telefon, Kabelli TV, Internet, Konditsioner, Balkon, Televizor, Oshxona, Muzlatkich, Kir yuvish mashinasi","Maktab, Supermarket, doʻkonlar, Park, yashil zona, Kasalxona, poliklinika, turargoh, Bekatlar, Bolalar bogʻchasi, Restoran, kafelar, Bolalar maydonchasi, Koʻngilochar muassasalar",Yo’q,"TavsifПродаётся своя квартира однокомнатная переделаная в двух цент якасорайский район улица абдула коххора все коммуникации ,все рядом ориентир рай газ Галерейного типа.",,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-svoya-12-4-4-ID3TxqF.html
Biznes,Yangi qurilgan uylar,3,77,7,9,Gʻishtli,Alohida ajratilgan,Aralash,Ha,"Kabelli TV, Televizor, Telefon, Balkon, Kir yuvish mashinasi, Konditsioner, Muzlatkich, Internet, Oshxona","Koʻngilochar muassasalar, Bekatlar, Maktab, Supermarket, doʻkonlar, Restoran, kafelar, Bolalar maydonchasi, Park, yashil zona, Bolalar bogʻchasi, Kasalxona, poliklinika, turargoh",Yo’q,"TavsifМ.Улуг, ЖК Паркентский3 комнаты | 77 м² | 3/7Кирпичный дом, с ремонтом, упакованнаяКадастр есть, дом сданОриентир: Циолковская, ПаркентскийЦена: 95 000 у.еКонтакт: +998 97 111 18 07",,https://www.olx.uz/d/oz/obyavlenie/golden-house-zhk-parkentskij-cialkovskaya-pod-klyuch-3-komnatnaya-77-m2-ID43mrz.html
Biznes,Yangi qurilgan uylar,2,60,13,51,Monolitli,Studiya,Aralash,Ha,"Oshxona, Balkon, Internet, Kabelli TV, Telefon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПрестижная квартира в Tashkent City — Nest OneСрочная продажа 2-комнатной квартиры в премиум-доме Nest One от застройщика Murad Buildings.60 м², 2 комнаты, 13 этаж из 51, монолитДом сдан, кадастр есть, 30% заселение, готова к быстрому переоформлению.Расположена в шаге от Ташкент Сити, в одном из самых престижных районов города.Цена: 136 000 у.еКонтакт: +998 97 111 18 07",,https://www.olx.uz/d/oz/obyavlenie/murad-building-zhk-nest-one-tashkent-siti-korobka-2-kom-60-m2-vykup-cena-ID43mUA.html
Biznes,Yangi qurilgan uylar,2,52.66,10,14,Monolitli,Alohida ajratilgan,Aralash,Yoʻq,"Telefon, Kabelli TV, Balkon, Oshxona, Internet","Koʻngilochar muassasalar, Bekatlar, Maktab, Supermarket, doʻkonlar, Restoran, kafelar, Bolalar maydonchasi, Park, yashil zona, Bolalar bogʻchasi, Kasalxona, poliklinika, turargoh",Yo’q,"TavsifWhite Box в ЖК OzMahal — от Golden House2 комнаты | 52.66 м² | 2 этаж из 14Район Дархан, ориентир — ул. Пушкина. Дом монолитный, в предчистовой отделке White Box.Коробка, сдача — 1 квартал 2025 г., кадастр будет, отличный вариант для тех, кто хочет сделать ремонт по своему вкусу.Цена: 78 000 у.еКонтакт: +998 97 111 18 07",,https://www.olx.uz/d/oz/obyavlenie/zhk-oz-mahal-golden-house-m-pushkina-darxan-korobka-2-komnatnaya-52-66-m2-ID43nx2.html
Jismoniy shaxs,Ikkilamchi bozor,2,58,4,5,Panelli,Alohida ajratilgan,Alohida,Yoʻq,"Internet, Telefon, Muzlatkich, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродаётся квартира в Алмазарском районе массив Тансыкбаева-2, ориентир продуктовый базарчик 5 этажный дом улучшенной планировки 4 этаэ 2 переделанная в 3 комнатную квартиру неторцевая балкон 6 на 2 средний ремонт все комнаты туалет и ванна раздельные частично меблированная отличное месторасположение очень развитая инфраструктура",,https://www.olx.uz/d/oz/obyavlenie/prodayu-almazar-23-4-5-balkon-2-na-6-netorec-ID3ZT2n.html
Jismoniy shaxs,Ikkilamchi bozor,4,79.30,3,4,,Alohida ajratilgan,Alohida,Ha,"Internet, Telefon, Muzlatkich, Televizor, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Bor,"Tavsif4 xonali kvartira sotiladi, umumiy maydoni – 79 m².Xonalar ajratilgan.Kvartira qarzlar va cheklovlarsiz. Bitta voyaga yetgan mulkdor. Hujjatlar tayyor, tezda shartnoma tuzish mumkin. Shartnomada to‘liq narx ko‘rsatiladi.Kvartira yashash uchun yaroqli holatda, toza va tartibli — darhol ko‘chib kirish mumkin. Istasangiz, o‘zingizga mos qilib ta’mirlash mumkin.Uy qulay joyda joylashgan — yaqinida maktab, bog‘cha, do‘kon va dorixona bor.Jamoat transporti va metro bekatlari yurish masofasida.Hudud osoyishta, qo‘shnilar yaxshi.Hovlida bolalar maydonchasi va mashina qo‘yish uchun joy bor.///////Продаётся 4-комнатная квартира с  общей площадью 79м² и раздельной планировкой. Квартира без обременений, один взрослый собственник, документы готовы к сделке, быстрый выход. Полная стоимость указывается в договоре.Квартира в жилом состоянии, чистая и ухоженная — можно заехать и жить. При желании можно сделать ремонт под своё усмотрение.Дом расположен в районе с развитой инфраструктурой — рядом школы, детские сады, магазины, аптеки.В шаговой доступности — остановки общественного транспорта и метро.Спокойный район, хорошие соседи.Во дворе — детская площадка, есть парковочные места.",,https://www.olx.uz/d/oz/obyavlenie/yunusabad-8-kvartal-prodaetsya-4x-komnatnaya-kvartira-srochno-ID44EXH.html
Biznes,Ikkilamchi bozor,3,75,7,9,Monolitli,Alohida ajratilgan,Alohida,Ha,"Internet, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Bor,"TavsifСрочно! Продаётся идеальная 3х комнатная квартира Французской планировки на 7 этаже 9 этажного дома, квартира находится в центре города с прекрасным видом на город и мечеть Хаст Имам. Адрес: Алмазарский район Себзор 13 ориентир бывший Чёрный банк, Анкара Кебаб, мечеть Хаст Имом. Квартира продаётся со всеми вещами и Техникой. Продаётся от хозяина нет никаких Маклерских переплат.",,https://www.olx.uz/d/oz/obyavlenie/srochno-prodayotsya-3x-kom-kv-sebzor-13-or-xast-imom-mechet-ankara-k-ID45Err.html
Jismoniy shaxs,Yangi qurilgan uylar,2,55,7,8,Gʻishtli,Alohida ajratilgan,Aralash,Yoʻq,Balkon,"Koʻngilochar muassasalar, Bekatlar, Maktab, Supermarket, doʻkonlar, Restoran, kafelar, Bolalar maydonchasi, Park, yashil zona, Bolalar bogʻchasi, Kasalxona, poliklinika, turargoh",Yo’q,TavsifНовастройка 55кв м. 2х комнатный. На 7-этаже. Коробка. Не торец. С большим подъездом. Ориентир 16-гор больница. Вдоль дороги. Отличная локация. Кадастр 1-июня будет готова,,https://www.olx.uz/d/oz/obyavlenie/novastrojka-ot-zastrojshhika-strong-edifice-ID42Gma.html
Biznes,Yangi qurilgan uylar,2,46,8,10,,,,Ha,"Telefon, Kabelli TV, Internet, Konditsioner, Balkon, Televizor, Oshxona, Muzlatkich, Kir yuvish mashinasi","Bolalar maydonchasi, Maktab, Koʻngilochar muassasalar, Kasalxona, poliklinika, Supermarket, doʻkonlar, Park, yashil zona, Bekatlar, turargoh, Bolalar bogʻchasi, Restoran, kafelar",Yo’q,TavsifПРОДАЕТСЯ КВАРТИРА!!!НОВОСТРОЙКАЖК Яккасарай Сити МоллЯккасарайский районОриентир - Улица Шота Руставели перекрёстка Братский2/8/10Площадь - 46 м2Новый ремонтС мебелью и техникойЦена - 79.000 у.е+998909859959 Николай,,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-2-8-10-46m2-v-zhk-yakkasaraj-siti-moll-ID452eU.html
Biznes,Ikkilamchi bozor,3,70,3,5,Gʻishtli,Alohida ajratilgan,Alohida,Yoʻq,"Internet, Oshxona, Telefon, Balkon","Restoran, kafelar, Bolalar bogʻchasi, turargoh, Supermarket, doʻkonlar, Park, yashil zona, Kasalxona, poliklinika, Koʻngilochar muassasalar, Maktab, Bolalar maydonchasi",Yo’q,TavsifГ.Лопатина /Ю.РаджабийТихая зеленая территорияРечка Анхор; аллея 3/3/5Отличное расположение(ор-р Космонавты метроКукольный театр ИнтерполДом внутри кварталаПлощадь: кирпич 70м2Состояние: Евро ЛЮКСМЕБЕЛЬЮ  и ТЕХНИКОЙЦЕНА: 155.000у.е+998900070022,,https://www.olx.uz/d/oz/obyavlenie/g-lopatina-yu-radzhabij-kosmonavtov-rechka-anxor-3-3-5-70m2-evro-remont-ID46fOt.html
